"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 04, 2010","1,117.70","1,097.10","1,122.30","1,097.10","0.18K","2.05%"
"Jan 05, 2010","1,118.10","1,122.00","1,126.50","1,115.00","0.05K","0.04%"
"Jan 06, 2010","1,135.90","1,120.70","1,139.20","1,120.70","0.36K","1.59%"
"Jan 07, 2010","1,133.10","1,132.10","1,133.00","1,129.20","0.06K","-0.25%"
"Jan 08, 2010","1,138.20","1,124.90","1,136.90","1,122.70","0.05K","0.45%"
"Jan 11, 2010","1,150.70","1,143.00","1,161.20","1,143.00","0.18K","1.10%"
"Jan 12, 2010","1,128.90","1,155.00","1,157.20","1,127.20","0.05K","-1.89%"
"Jan 13, 2010","1,136.40","1,128.10","1,136.40","1,121.00","0.06K","0.66%"
"Jan 14, 2010","1,142.60","1,137.00","1,145.90","1,132.80","0.08K","0.55%"
"Jan 15, 2010","1,130.10","1,132.80","1,133.40","1,127.20","0.05K","-1.09%"
"Jan 19, 2010","1,139.70","1,131.10","1,138.40","1,130.50","0.02K","0.85%"
"Jan 20, 2010","1,112.30","1,133.00","1,133.00","1,109.80","0.03K","-2.40%"
"Jan 21, 2010","1,102.70","1,104.80","1,107.50","1,089.80","0.10K","-0.86%"
"Jan 22, 2010","1,089.20","1,091.40","1,095.40","1,083.00","0.06K","-1.22%"
"Jan 25, 2010","1,095.20","1,100.40","1,100.40","1,095.40","0.01K","0.55%"
"Jan 26, 2010","1,097.90","1,094.70","1,094.70","1,093.00","0.00K","0.25%"
"Jan 27, 2010","1,084.40","1,094.40","1,094.40","1,091.00","0.00K","-1.23%"
"Jan 28, 2010","1,083.60","1,087.80","1,095.70","1,073.20","101.17K","-0.07%"
"Jan 29, 2010","1,083.00","1,085.00","1,090.80","1,074.50","11.46K","-0.06%"
"Feb 01, 2010","1,104.30","1,081.00","1,107.30","1,076.80","2.45K","1.97%"
"Feb 02, 2010","1,117.40","1,106.80","1,118.50","1,100.20","3.33K","1.19%"
"Feb 03, 2010","1,111.40","1,115.80","1,124.90","1,108.60","0.85K","-0.54%"
"Feb 04, 2010","1,062.40","1,110.00","1,110.70","1,059.00","1.43K","-4.41%"
"Feb 05, 2010","1,052.20","1,068.30","1,068.50","1,045.20","1.96K","-0.96%"
"Feb 08, 2010","1,065.70","1,067.50","1,073.40","1,061.60","0.55K","1.28%"
"Feb 09, 2010","1,076.70","1,063.40","1,082.00","1,063.10","0.39K","1.03%"
