"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 16, 2010","1,634.80","1,622.25","1,636.25","1,619.10","-","0.80%"
"Mar 17, 2010","1,633.30","1,634.75","1,644.30","1,627.80","-","-0.09%"
"Mar 18, 2010","1,626.25","1,633.90","1,638.20","1,624.35","-","-0.43%"
"Mar 19, 2010","1,612.80","1,626.75","1,628.85","1,605.45","-","-0.83%"
"Mar 22, 2010","1,610.55","1,603.10","1,612.65","1,581.60","-","-0.14%"
"Mar 23, 2010","1,613.45","1,610.60","1,621.40","1,589.00","-","0.18%"
"Mar 24, 2010","1,581.95","1,613.60","1,616.00","1,581.95","-","-1.95%"
"Mar 25, 2010","1,603.50","1,582.60","1,614.50","1,578.30","-","1.36%"
"Mar 26, 2010","1,602.15","1,602.25","1,612.75","1,596.70","-","-0.08%"
"Mar 28, 2010","1,606.70","1,601.05","1,606.70","1,601.05","-","0.28%"
"Mar 29, 2010","1,625.70","1,605.65","1,635.20","1,599.85","-","1.18%"
"Mar 30, 2010","1,622.65","1,625.65","1,635.35","1,617.25","-","-0.19%"
"Mar 31, 2010","1,649.85","1,622.70","1,655.30","1,622.55","-","1.68%"
"Apr 01, 2010","1,673.40","1,648.60","1,678.60","1,646.00","-","1.43%"
"Apr 04, 2010","1,678.15","1,677.70","1,678.15","1,671.45","-","0.28%"
"Apr 05, 2010","1,700.05","1,678.80","1,712.10","1,678.50","-","1.31%"
"Apr 06, 2010","1,707.00","1,700.70","1,713.10","1,681.90","-","0.41%"
"Apr 07, 2010","1,712.85","1,707.00","1,729.70","1,705.80","-","0.34%"
"Apr 08, 2010","1,718.10","1,713.05","1,722.65","1,699.25","-","0.31%"
"Apr 09, 2010","1,725.90","1,719.10","1,731.10","1,717.90","-","0.45%"
"Apr 11, 2010","1,734.65","1,727.80","1,734.85","1,726.40","-","0.51%"
"Apr 12, 2010","1,731.25","1,734.60","1,743.40","1,728.35","-","-0.20%"
"Apr 13, 2010","1,723.90","1,730.00","1,730.00","1,707.75","-","-0.42%"
"Apr 14, 2010","1,735.00","1,720.50","1,737.75","1,720.50","-","0.64%"
"Apr 15, 2010","1,725.35","1,734.95","1,738.10","1,715.55","-","-0.56%"
"Apr 16, 2010","1,695.20","1,725.40","1,729.15","1,689.05","-","-1.75%"
"Apr 18, 2010","1,692.95","1,691.30","1,694.25","1,687.90","-","-0.13%"
"Apr 19, 2010","1,696.55","1,693.05","1,702.60","1,675.45","-","0.21%"
"Apr 20, 2010","1,724.70","1,696.95","1,726.90","1,695.20","-","1.66%"
"Apr 21, 2010","1,737.75","1,724.90","1,746.65","1,720.15","-","0.76%"
"Apr 22, 2010","1,745.70","1,737.70","1,759.35","1,723.75","-","0.46%"
"Apr 23, 2010","1,743.40","1,745.70","1,747.70","1,726.15","-","-0.13%"
"Apr 25, 2010","1,744.80","1,746.00","1,747.85","1,742.10","-","0.08%"
"Apr 26, 2010","1,753.75","1,745.90","1,757.65","1,739.70","-","0.51%"
"Apr 27, 2010","1,725.00","1,754.00","1,758.70","1,713.85","-","-1.64%"
"Apr 28, 2010","1,714.15","1,725.20","1,733.60","1,704.45","-","-0.63%"
"Apr 29, 2010","1,738.75","1,715.25","1,739.45","1,712.95","-","1.44%"
"Apr 30, 2010","1,743.30","1,738.00","1,749.20","1,733.60","-","0.26%"
"May 03, 2010","1,728.45","1,733.00","1,745.90","1,722.90","-","-0.85%"
"May 04, 2010","1,671.80","1,729.40","1,734.15","1,667.15","-","-3.28%"
"May 05, 2010","1,655.60","1,670.55","1,688.60","1,627.35","-","-0.97%"
"May 06, 2010","1,662.25","1,655.20","1,688.20","1,633.35","-","0.40%"
"May 07, 2010","1,665.75","1,668.20","1,670.20","1,645.70","-","0.21%"
"May 09, 2010","1,669.90","1,666.55","1,672.65","1,665.40","-","0.25%"
"May 10, 2010","1,698.55","1,670.75","1,704.10","1,666.85","-","1.72%"
"May 11, 2010","1,708.30","1,698.85","1,712.00","1,677.20","-","0.57%"
"May 12, 2010","1,735.80","1,705.05","1,753.25","1,694.95","-","1.61%"
"May 13, 2010","1,735.95","1,736.95","1,746.35","1,717.70","-","0.01%"
"May 14, 2010","1,722.70","1,734.70","1,736.80","1,705.55","-","-0.76%"
"May 16, 2010","1,718.60","1,720.95","1,720.95","1,715.70","-","-0.24%"
"May 17, 2010","1,674.65","1,718.80","1,727.15","1,654.10","-","-2.56%"
"May 18, 2010","1,675.85","1,676.10","1,698.95","1,670.35","-","0.07%"
"May 19, 2010","1,615.30","1,680.45","1,680.45","1,585.85","-","-3.61%"
"May 20, 2010","1,489.75","1,615.85","1,624.15","1,489.75","-","-7.77%"
"May 21, 2010","1,504.35","1,488.65","1,515.60","1,446.00","-","0.98%"
"May 23, 2010","1,497.90","1,508.10","1,511.00","1,497.90","-","-0.43%"
"May 24, 2010","1,528.55","1,500.55","1,538.35","1,491.55","-","2.05%"
"May 25, 2010","1,519.85","1,525.70","1,528.45","1,484.80","-","-0.57%"
"May 26, 2010","1,522.95","1,518.75","1,543.15","1,510.95","-","0.20%"
"May 27, 2010","1,564.10","1,523.15","1,567.85","1,517.75","-","2.70%"
"May 28, 2010","1,547.80","1,563.40","1,572.00","1,541.05","-","-1.04%"
"May 30, 2010","1,552.25","1,546.05","1,555.95","1,545.15","-","0.29%"
"May 31, 2010","1,564.80","1,551.90","1,570.80","1,546.30","-","0.81%"
"Jun 01, 2010","1,550.85","1,564.70","1,574.60","1,538.55","-","-0.89%"
"Jun 02, 2010","1,556.35","1,550.80","1,565.45","1,536.45","-","0.35%"
"Jun 03, 2010","1,551.85","1,556.65","1,568.55","1,541.40","-","-0.29%"
"Jun 04, 2010","1,513.00","1,551.50","1,553.95","1,509.75","-","-2.50%"
"Jun 06, 2010","1,510.30","1,515.00","1,518.90","1,510.30","-","-0.18%"
"Jun 07, 2010","1,514.95","1,511.70","1,519.25","1,492.35","-","0.31%"
"Jun 08, 2010","1,529.00","1,515.10","1,532.25","1,513.05","-","0.93%"
"Jun 09, 2010","1,527.40","1,529.05","1,541.90","1,520.30","-","-0.10%"
"Jun 10, 2010","1,546.70","1,527.90","1,549.95","1,522.50","-","1.26%"
"Jun 11, 2010","1,542.05","1,546.85","1,551.40","1,532.90","-","-0.30%"
"Jun 13, 2010","1,546.85","1,542.00","1,546.85","1,537.55","-","0.31%"
"Jun 14, 2010","1,559.75","1,547.05","1,567.55","1,543.50","-","0.83%"
"Jun 15, 2010","1,576.65","1,559.65","1,580.25","1,551.25","-","1.08%"
"Jun 16, 2010","1,571.90","1,577.20","1,584.65","1,566.65","-","-0.30%"
"Jun 17, 2010","1,586.20","1,571.95","1,586.65","1,563.75","-","0.91%"
"Jun 18, 2010","1,598.90","1,586.10","1,601.70","1,571.10","-","0.80%"
"Jun 20, 2010","1,603.90","1,607.00","1,607.85","1,602.85","-","0.31%"
"Jun 21, 2010","1,602.00","1,603.50","1,618.10","1,595.35","-","-0.12%"
"Jun 22, 2010","1,593.40","1,602.15","1,605.25","1,583.90","-","-0.54%"
"Jun 23, 2010","1,574.95","1,593.65","1,594.10","1,560.75","-","-1.16%"
"Jun 24, 2010","1,568.95","1,574.90","1,579.05","1,548.40","-","-0.38%"
"Jun 25, 2010","1,577.65","1,568.85","1,586.05","1,554.75","-","0.55%"
"Jun 27, 2010","1,582.10","1,575.60","1,582.10","1,575.50","-","0.28%"
"Jun 28, 2010","1,571.10","1,581.55","1,594.80","1,568.30","-","-0.70%"
"Jun 29, 2010","1,543.95","1,570.70","1,574.25","1,538.95","-","-1.73%"
"Jun 30, 2010","1,535.60","1,543.85","1,548.50","1,526.50","-","-0.54%"
"Jul 01, 2010","1,504.40","1,535.55","1,535.55","1,495.55","-","-2.03%"
"Jul 02, 2010","1,505.35","1,502.30","1,521.85","1,495.85","-","0.06%"
"Jul 04, 2010","1,507.40","1,505.90","1,508.45","1,503.05","-","0.14%"
"Jul 05, 2010","1,508.90","1,507.30","1,518.70","1,507.20","-","0.10%"
"Jul 06, 2010","1,516.35","1,508.95","1,530.75","1,489.10","-","0.49%"
"Jul 07, 2010","1,533.90","1,516.65","1,533.90","1,499.25","-","1.16%"
"Jul 08, 2010","1,525.15","1,533.00","1,538.60","1,509.25","-","-0.57%"
"Jul 09, 2010","1,534.45","1,525.60","1,538.30","1,524.10","-","0.61%"
"Jul 11, 2010","1,536.40","1,533.45","1,537.30","1,532.10","-","0.13%"
"Jul 12, 2010","1,518.40","1,536.55","1,539.10","1,513.35","-","-1.17%"
"Jul 13, 2010","1,536.45","1,518.10","1,538.95","1,509.35","-","1.19%"
"Jul 14, 2010","1,524.50","1,536.40","1,540.00","1,468.05","-","-0.78%"
"Jul 15, 2010","1,533.20","1,525.20","1,537.65","1,511.45","-","0.57%"
"Jul 16, 2010","1,513.35","1,533.90","1,537.85","1,506.50","-","-1.29%"
"Jul 18, 2010","1,515.55","1,511.90","1,518.20","1,498.95","-","0.15%"
"Jul 19, 2010","1,505.95","1,514.85","1,520.20","1,497.50","-","-0.63%"
"Jul 20, 2010","1,518.50","1,505.45","1,523.95","1,496.30","-","0.83%"
"Jul 21, 2010","1,519.15","1,518.55","1,531.30","1,500.55","-","0.04%"
"Jul 22, 2010","1,529.60","1,518.90","1,534.10","1,508.50","-","0.69%"
"Jul 23, 2010","1,545.25","1,527.75","1,551.60","1,525.80","-","1.02%"
"Jul 25, 2010","1,544.55","1,544.65","1,544.65","1,544.55","-","-0.05%"
"Jul 26, 2010","1,551.65","1,552.55","1,559.45","1,543.95","-","0.46%"
"Jul 27, 2010","1,533.60","1,551.95","1,565.65","1,520.60","-","-1.16%"
"Jul 30, 2010","1,575.55","1,561.00","1,578.60","1,554.35","-","2.74%"
"Aug 01, 2010","1,575.25","1,575.55","1,578.15","1,541.75","-","-0.02%"
"Aug 02, 2010","1,603.90","1,575.85","1,603.90","1,554.65","-","1.82%"
"Aug 03, 2010","1,586.60","1,603.65","1,607.25","1,545.10","-","-1.08%"
"Aug 04, 2010","1,586.80","1,586.55","1,598.50","1,576.55","-","0.01%"
"Aug 05, 2010","1,573.80","1,585.95","1,590.55","1,567.30","-","-0.82%"
"Aug 06, 2010","1,576.70","1,573.75","1,583.90","1,564.60","-","0.18%"
"Aug 08, 2010","1,572.45","1,576.25","1,578.40","1,572.20","-","-0.27%"
"Aug 09, 2010","1,548.70","1,569.75","1,569.75","1,542.40","-","-1.51%"
"Aug 10, 2010","1,549.00","1,548.75","1,552.40","1,528.10","-","0.02%"
"Aug 11, 2010","1,525.65","1,549.05","1,554.80","1,514.75","-","-1.51%"
"Aug 12, 2010","1,529.60","1,525.70","1,534.35","1,507.10","-","0.26%"
"Aug 13, 2010","1,526.65","1,529.85","1,541.45","1,519.30","-","-0.19%"
"Aug 15, 2010","1,525.70","1,526.95","1,528.00","1,517.65","-","-0.06%"
"Aug 16, 2010","1,538.60","1,525.60","1,539.55","1,523.80","-","0.85%"
"Aug 17, 2010","1,543.80","1,538.70","1,549.60","1,526.35","-","0.34%"
"Aug 18, 2010","1,536.55","1,542.45","1,549.20","1,522.65","-","-0.47%"
"Aug 19, 2010","1,529.15","1,535.80","1,544.70","1,520.10","-","-0.48%"
"Aug 20, 2010","1,514.75","1,529.95","1,530.35","1,509.00","-","-0.94%"
"Aug 22, 2010","1,514.05","1,513.30","1,514.05","1,511.75","-","-0.05%"
"Aug 23, 2010","1,510.45","1,513.00","1,518.50","1,505.50","-","-0.24%"
"Aug 24, 2010","1,516.80","1,509.30","1,519.65","1,491.20","-","0.42%"
"Aug 25, 2010","1,530.75","1,517.45","1,537.65","1,511.15","-","0.92%"
"Aug 26, 2010","1,532.60","1,530.60","1,540.45","1,525.65","-","0.12%"
"Aug 27, 2010","1,537.25","1,533.35","1,537.70","1,523.20","-","0.30%"
"Aug 29, 2010","1,536.70","1,536.95","1,539.20","1,535.50","-","-0.04%"
"Aug 30, 2010","1,530.30","1,539.65","1,542.30","1,523.75","-","-0.42%"
"Aug 31, 2010","1,524.95","1,529.50","1,530.20","1,509.45","-","-0.35%"
"Sep 01, 2010","1,533.90","1,525.20","1,541.15","1,518.35","-","0.59%"
"Sep 02, 2010","1,550.25","1,533.15","1,559.70","1,531.15","-","1.07%"
"Sep 03, 2010","1,557.65","1,551.50","1,567.05","1,547.80","-","0.48%"
"Sep 05, 2010","1,562.95","1,555.75","1,564.55","1,540.55","-","0.34%"
"Sep 06, 2010","1,562.55","1,563.05","1,567.45","1,558.65","-","-0.03%"
"Sep 07, 2010","1,556.50","1,561.65","1,568.65","1,546.40","-","-0.39%"
"Sep 08, 2010","1,562.50","1,556.50","1,565.85","1,546.40","-","0.39%"
"Sep 09, 2010","1,552.70","1,562.15","1,564.45","1,547.70","-","-0.63%"
"Sep 10, 2010","1,541.75","1,553.30","1,557.00","1,539.35","-","-0.71%"
"Sep 12, 2010","1,541.75","1,543.15","1,543.50","1,541.75","-","0.00%"
"Sep 13, 2010","1,554.20","1,542.00","1,555.65","1,540.25","-","0.81%"
"Sep 14, 2010","1,590.65","1,553.90","1,595.90","1,553.90","-","2.35%"
"Sep 15, 2010","1,602.45","1,590.00","1,612.55","1,580.80","-","0.74%"
"Sep 16, 2010","1,613.80","1,602.50","1,623.35","1,594.70","-","0.71%"
"Sep 17, 2010","1,622.95","1,613.75","1,634.70","1,609.10","-","0.57%"
"Sep 19, 2010","1,622.90","1,624.30","1,625.05","1,621.15","-","-0.00%"
"Sep 20, 2010","1,632.95","1,622.85","1,637.95","1,621.75","-","0.62%"
"Sep 21, 2010","1,628.90","1,632.70","1,635.00","1,614.50","-","-0.25%"
"Sep 22, 2010","1,639.90","1,628.10","1,644.80","1,625.35","-","0.68%"
"Sep 23, 2010","1,646.90","1,640.30","1,650.60","1,629.45","-","0.43%"
"Sep 24, 2010","1,650.25","1,646.40","1,653.80","1,638.45","-","0.20%"
"Sep 26, 2010","1,652.15","1,648.40","1,652.15","1,648.40","-","0.12%"
"Sep 27, 2010","1,632.65","1,649.75","1,652.45","1,632.40","-","-1.18%"
"Sep 28, 2010","1,642.50","1,633.75","1,643.45","1,608.60","-","0.60%"
"Sep 29, 2010","1,654.20","1,642.55","1,657.35","1,641.60","-","0.71%"
"Sep 30, 2010","1,660.65","1,653.45","1,668.20","1,638.30","-","0.39%"
"Oct 01, 2010","1,683.55","1,660.70","1,689.50","1,660.70","-","1.38%"
"Oct 03, 2010","1,684.45","1,648.30","1,685.00","1,648.15","-","0.05%"
"Oct 04, 2010","1,671.30","1,684.50","1,686.75","1,662.00","-","-0.78%"
"Oct 05, 2010","1,703.45","1,673.30","1,703.45","1,668.05","-","1.92%"
"Oct 06, 2010","1,716.25","1,703.70","1,719.20","1,696.55","-","0.75%"
"Oct 07, 2010","1,705.15","1,713.80","1,729.80","1,696.85","-","-0.65%"
"Oct 08, 2010","1,708.20","1,704.80","1,714.20","1,676.35","-","0.18%"
"Oct 10, 2010","1,714.20","1,709.30","1,714.20","1,708.35","-","0.35%"
"Oct 11, 2010","1,693.90","1,713.95","1,714.50","1,685.60","-","-1.18%"
"Oct 12, 2010","1,691.65","1,694.45","1,702.20","1,676.75","-","-0.13%"
"Oct 13, 2010","1,712.85","1,691.30","1,715.30","1,686.25","-","1.25%"
"Oct 14, 2010","1,713.40","1,715.20","1,725.70","1,701.45","-","0.03%"
"Oct 15, 2010","1,699.55","1,713.10","1,713.45","1,690.25","-","-0.81%"
"Oct 17, 2010","1,696.85","1,697.00","1,697.60","1,693.65","-","-0.16%"
"Oct 18, 2010","1,693.35","1,695.50","1,703.00","1,674.70","-","-0.21%"
"Oct 19, 2010","1,667.10","1,693.45","1,704.90","1,659.30","-","-1.55%"
"Oct 20, 2010","1,690.70","1,667.45","1,693.60","1,664.25","-","1.42%"
"Oct 21, 2010","1,678.40","1,689.35","1,695.25","1,667.40","-","-0.73%"
"Oct 22, 2010","1,679.85","1,678.35","1,682.15","1,663.25","-","0.09%"
"Oct 24, 2010","1,680.85","1,680.90","1,685.25","1,678.80","-","0.06%"
"Oct 25, 2010","1,698.65","1,680.95","1,707.60","1,680.50","-","1.06%"
"Oct 26, 2010","1,706.30","1,699.20","1,709.50","1,690.90","-","0.45%"
"Oct 27, 2010","1,681.85","1,706.40","1,716.25","1,648.40","-","-1.43%"
"Oct 28, 2010","1,695.85","1,684.05","1,696.35","1,677.70","-","0.83%"
"Oct 29, 2010","1,709.40","1,696.35","1,709.40","1,685.05","-","0.80%"
"Oct 31, 2010","1,713.95","1,708.80","1,713.95","1,708.50","-","0.27%"
"Nov 01, 2010","1,712.65","1,713.90","1,727.75","1,707.45","-","-0.08%"
"Nov 02, 2010","1,720.00","1,711.35","1,724.60","1,709.55","-","0.43%"
"Nov 03, 2010","1,708.55","1,719.85","1,722.75","1,687.05","-","-0.67%"
"Nov 04, 2010","1,768.65","1,708.35","1,796.50","1,708.30","-","3.52%"
"Nov 05, 2010","1,771.95","1,768.50","1,778.90","1,743.25","-","0.19%"
"Nov 07, 2010","1,772.60","1,771.35","1,772.60","1,763.00","-","0.04%"
"Nov 08, 2010","1,769.75","1,774.00","1,778.60","1,752.65","-","-0.16%"
"Nov 09, 2010","1,769.25","1,770.10","1,811.75","1,747.65","-","-0.03%"
"Nov 10, 2010","1,744.65","1,769.20","1,787.75","1,731.40","-","-1.39%"
"Nov 11, 2010","1,756.40","1,747.75","1,774.20","1,742.70","-","0.67%"
"Nov 12, 2010","1,681.40","1,752.85","1,753.00","1,674.85","-","-4.27%"
"Nov 14, 2010","1,685.10","1,680.50","1,685.55","1,678.15","-","0.22%"
"Nov 15, 2010","1,676.80","1,685.20","1,697.95","1,670.80","-","-0.49%"
"Nov 16, 2010","1,645.70","1,676.05","1,679.55","1,638.05","-","-1.85%"
"Nov 17, 2010","1,638.60","1,645.65","1,648.25","1,628.30","-","-0.43%"
"Nov 18, 2010","1,672.70","1,638.75","1,672.85","1,638.20","-","2.08%"
"Nov 19, 2010","1,666.15","1,672.75","1,673.40","1,646.75","-","-0.39%"
"Nov 21, 2010","1,673.80","1,670.45","1,676.75","1,670.45","-","0.46%"
"Nov 22, 2010","1,660.40","1,673.60","1,677.50","1,649.65","-","-0.80%"
"Nov 23, 2010","1,655.20","1,660.45","1,665.85","1,636.65","-","-0.31%"
"Nov 24, 2010","1,664.10","1,655.05","1,671.40","1,652.15","-","0.54%"
"Nov 25, 2010","1,660.00","1,662.15","1,666.85","1,653.10","-","-0.25%"
"Nov 26, 2010","1,649.60","1,660.00","1,661.95","1,637.75","-","-0.63%"
"Nov 28, 2010","1,638.70","1,649.75","1,652.50","1,638.65","-","-0.66%"
"Nov 29, 2010","1,647.65","1,638.75","1,658.80","1,633.30","-","0.55%"
"Nov 30, 2010","1,659.70","1,644.65","1,668.55","1,639.65","-","0.73%"
"Dec 01, 2010","1,684.00","1,659.50","1,692.05","1,658.35","-","1.46%"
"Dec 02, 2010","1,712.25","1,684.05","1,729.95","1,682.35","-","1.68%"
"Dec 03, 2010","1,730.10","1,713.35","1,732.55","1,711.90","-","1.04%"
"Dec 05, 2010","1,728.75","1,728.40","1,730.30","1,727.50","-","-0.08%"
"Dec 06, 2010","1,724.45","1,728.65","1,737.30","1,711.60","-","-0.25%"
"Dec 07, 2010","1,691.75","1,724.40","1,733.65","1,688.25","-","-1.90%"
"Dec 08, 2010","1,680.10","1,692.40","1,695.95","1,670.80","-","-0.69%"
"Dec 09, 2010","1,681.05","1,680.20","1,695.50","1,674.15","-","0.06%"
"Dec 10, 2010","1,681.15","1,680.45","1,686.95","1,666.20","-","0.01%"
"Dec 12, 2010","1,677.40","1,678.80","1,684.25","1,675.55","-","-0.22%"
"Dec 13, 2010","1,697.45","1,676.35","1,707.80","1,671.60","-","1.20%"
"Dec 14, 2010","1,704.85","1,697.25","1,717.40","1,694.65","-","0.44%"
"Dec 15, 2010","1,702.20","1,704.90","1,711.00","1,691.60","-","-0.16%"
"Dec 16, 2010","1,701.60","1,701.35","1,713.55","1,691.35","-","-0.04%"
"Dec 17, 2010","1,702.45","1,699.20","1,713.55","1,694.20","-","0.05%"
"Dec 19, 2010","1,710.25","1,706.00","1,712.60","1,706.00","-","0.46%"
"Dec 20, 2010","1,715.45","1,710.75","1,717.35","1,703.05","-","0.30%"
"Dec 21, 2010","1,726.95","1,715.40","1,732.25","1,710.40","-","0.67%"
"Dec 22, 2010","1,731.55","1,728.85","1,739.85","1,727.60","-","0.27%"
"Dec 23, 2010","1,721.25","1,731.10","1,736.35","1,716.30","-","-0.59%"
"Dec 24, 2010","1,723.75","1,723.75","1,723.75","1,723.75","-","0.15%"
"Dec 27, 2010","1,742.20","1,715.00","1,744.20","1,714.25","-","1.07%"
"Dec 28, 2010","1,756.00","1,744.00","1,764.85","1,743.70","-","0.79%"
"Dec 29, 2010","1,765.10","1,755.25","1,767.35","1,750.40","-","0.52%"
"Dec 30, 2010","1,752.95","1,764.75","1,775.95","1,744.80","-","-0.69%"
"Dec 31, 2010","1,774.80","1,753.40","1,780.95","1,725.00","-","1.25%"
"Jan 02, 2011","1,780.35","1,779.60","1,783.15","1,779.10","-","0.31%"
"Jan 03, 2011","1,774.10","1,779.50","1,792.20","1,766.80","-","-0.35%"
"Jan 04, 2011","1,758.05","1,774.10","1,777.40","1,742.95","-","-0.90%"
"Jan 05, 2011","1,727.00","1,758.40","1,758.40","1,710.75","-","-1.77%"
"Jan 06, 2011","1,730.90","1,728.50","1,745.15","1,726.70","-","0.23%"
"Jan 07, 2011","1,736.25","1,728.85","1,749.65","1,718.60","-","0.31%"
"Jan 09, 2011","1,746.05","1,737.50","1,748.75","1,737.40","-","0.56%"
"Jan 10, 2011","1,740.95","1,744.55","1,753.35","1,735.90","-","-0.29%"
"Jan 11, 2011","1,764.85","1,740.90","1,774.50","1,740.40","-","1.37%"
"Jan 12, 2011","1,798.40","1,766.15","1,811.00","1,765.20","-","1.90%"
"Jan 13, 2011","1,806.90","1,800.10","1,833.15","1,794.55","-","0.47%"
"Jan 14, 2011","1,814.80","1,807.00","1,826.45","1,804.45","-","0.44%"
"Jan 16, 2011","1,818.15","1,818.65","1,818.65","1,818.15","-","0.18%"
"Jan 17, 2011","1,809.30","1,818.15","1,822.70","1,806.30","-","-0.49%"
"Jan 18, 2011","1,826.45","1,809.80","1,832.40","1,807.50","-","0.95%"
